,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
1678,Female,Married,26,High School,82984,Unemployed/Unskilled,Small City,3
1679,Male,Single,38,High School,128100,Skilled Employee/Official,Small City,1
1680,Female,Single,28,other/unknown,72869,Unemployed/Unskilled,Small City,3
1681,Male,Married,33,High School,112227,Skilled Employee/Official,Small City,0
1682,Female,Single,40,High School,94674,Unemployed/Unskilled,Small City,3
1683,Female,Married,23,High School,101003,Skilled Employee/Official,Small City,0
1684,Female,Single,25,other/unknown,112924,Skilled Employee/Official,Small City,3
1685,Female,Single,28,other/unknown,108645,Unemployed/Unskilled,Small City,3
1686,Male,Single,41,High School,69415,Unemployed/Unskilled,Small City,3
1687,Female,Single,50,High School,112204,Unemployed/Unskilled,Small City,3
1688,Female,Married,23,High School,109700,Skilled Employee/Official,Small City,0
1689,Female,Married,26,High School,104484,Skilled Employee/Official,Small City,0
1690,Female,Married,22,High School,61239,Unemployed/Unskilled,Small City,3
1691,Male,Single,37,High School,119602,Unemployed/Unskilled,Small City,3
1692,Female,Single,38,High School,81014,Unemployed/Unskilled,Small City,3
1693,Female,Married,22,High School,68165,Unemployed/Unskilled,Small City,3
1694,Female,Single,30,other/unknown,88652,Unemployed/Unskilled,Small City,3
1695,Male,Single,38,High School,75705,Unemployed/Unskilled,Small City,3
1696,Female,Married,36,High School,104189,Skilled Employee/Official,Small City,0
1697,Male,Single,41,High School,71603,Unemployed/Unskilled,Small City,3
1698,Female,Married,29,High School,121914,Skilled Employee/Official,Small City,0
1699,Female,Married,31,High School,106637,Skilled Employee/Official,Small City,0
1700,Female,Single,31,other/unknown,99800,Skilled Employee/Official,Small City,3
1701,Female,Single,21,other/unknown,67629,Unemployed/Unskilled,Small City,3
1702,Male,Single,32,other/unknown,120354,Skilled Employee/Official,Small City,1
1703,Female,Married,35,High School,122110,Skilled Employee/Official,Small City,0
1704,Male,Single,29,other/unknown,89170,Unemployed/Unskilled,Small City,3
1705,Female,Single,34,High School,109195,Skilled Employee/Official,Small City,3
1706,Female,Single,38,High School,92392,Unemployed/Unskilled,Small City,3
1707,Female,Married,33,High School,43805,Unemployed/Unskilled,Small City,3
1708,Female,Married,28,High School,68389,Unemployed/Unskilled,Small City,3
1709,Female,Married,28,High School,112521,Skilled Employee/Official,Small City,0
1710,Male,Single,21,other/unknown,59255,Unemployed/Unskilled,Small City,3
1711,Female,Married,29,High School,98612,Unemployed/Unskilled,Small City,3
1712,Female,Married,26,High School,70649,Unemployed/Unskilled,Small City,3
1713,Female,Single,40,High School,95228,Unemployed/Unskilled,Small City,3
1714,Female,Single,25,other/unknown,46865,Unemployed/Unskilled,Small City,3
1715,Male,Married,20,High School,101688,Skilled Employee/Official,Small City,0
1716,Female,Married,23,High School,62618,Unemployed/Unskilled,Small City,3
1717,Female,Single,27,other/unknown,102531,Skilled Employee/Official,Small City,3
1718,Female,Single,36,High School,100737,Skilled Employee/Official,Small City,3
1719,Female,Married,25,High School,107321,Skilled Employee/Official,Small City,0
1720,Female,Married,25,High School,112879,Unemployed/Unskilled,Small City,3
1721,Female,Married,34,High School,125372,Unemployed/Unskilled,Small City,3
1722,Female,Single,24,other/unknown,69419,Unemployed/Unskilled,Small City,3
1723,Female,Single,36,High School,124759,Skilled Employee/Official,Small City,3
1724,Female,Single,40,High School,79076,Unemployed/Unskilled,Small City,3
1725,Male,Single,39,High School,84779,Unemployed/Unskilled,Small City,3
1726,Female,Single,42,High School,77393,Unemployed/Unskilled,Small City,3
1727,Male,Single,35,High School,113187,Unemployed/Unskilled,Small City,3
1728,Female,Married,27,High School,99100,Skilled Employee/Official,Small City,0
1729,Male,Single,27,other/unknown,64954,Unemployed/Unskilled,Small City,3
1730,Female,Married,23,High School,103244,Skilled Employee/Official,Small City,0
1731,Female,Married,32,High School,124975,Skilled Employee/Official,Small City,0
1732,Male,Married,28,High School,133582,Skilled Employee/Official,Small City,0
1733,Male,Single,22,other/unknown,103519,Skilled Employee/Official,Small City,1
1734,Male,Single,31,other/unknown,117813,Skilled Employee/Official,Small City,1
1735,Female,Married,22,High School,119902,Skilled Employee/Official,Small City,0
1736,Male,Single,23,other/unknown,70783,Unemployed/Unskilled,Small City,3
1737,Female,Married,35,High School,125470,Unemployed/Unskilled,Small City,3
1738,Female,Married,26,High School,109782,Unemployed/Unskilled,Small City,3
1739,Female,Married,28,High School,78322,Unemployed/Unskilled,Small City,3
1740,Male,Single,54,High School,125517,Skilled Employee/Official,Small City,1
1741,Female,Single,49,High School,102463,Unemployed/Unskilled,Small City,3
1742,Female,Single,38,High School,89309,Unemployed/Unskilled,Small City,3
1743,Female,Single,47,High School,110287,Skilled Employee/Official,Small City,3
1744,Female,Single,49,High School,122391,Unemployed/Unskilled,Small City,3
1745,Female,Married,30,High School,116399,Skilled Employee/Official,Small City,0
1746,Female,Single,32,other/unknown,81907,Unemployed/Unskilled,Small City,3
1747,Female,Married,24,High School,97909,Unemployed/Unskilled,Small City,3
1748,Female,Single,25,other/unknown,68051,Unemployed/Unskilled,Small City,3
1749,Male,Single,33,High School,82414,Unemployed/Unskilled,Small City,3
1750,Female,Married,34,High School,123089,Skilled Employee/Official,Small City,0
1751,Female,Married,24,High School,66537,Unemployed/Unskilled,Small City,3
1752,Female,Single,36,High School,127926,Unemployed/Unskilled,Small City,3
1753,Female,Single,41,High School,78963,Unemployed/Unskilled,Small City,3
1754,Male,Married,33,High School,108694,Skilled Employee/Official,Small City,0
1755,Female,Married,26,High School,100892,Skilled Employee/Official,Small City,0
1756,Female,Single,36,High School,119560,Skilled Employee/Official,Small City,3
1757,Female,Single,35,High School,116176,Unemployed/Unskilled,Small City,3
1758,Male,Single,29,other/unknown,111854,Skilled Employee/Official,Small City,1
1759,Female,Married,26,High School,69831,Unemployed/Unskilled,Small City,3
1760,Male,Single,31,other/unknown,69375,Unemployed/Unskilled,Small City,3
1761,Male,Married,26,High School,71310,Unemployed/Unskilled,Small City,3
1762,Male,Single,47,High School,73913,Unemployed/Unskilled,Small City,3
1763,Male,Married,20,High School,95492,Skilled Employee/Official,Small City,0
1764,Male,Single,45,High School,109329,Unemployed/Unskilled,Small City,3
1765,Male,Single,36,High School,116027,Skilled Employee/Official,Small City,1
1766,Male,Married,31,High School,81987,Unemployed/Unskilled,Small City,3
1767,Female,Single,41,High School,83481,Unemployed/Unskilled,Small City,3
1768,Female,Single,31,other/unknown,72361,Unemployed/Unskilled,Small City,3
1769,Female,Married,27,High School,106625,Unemployed/Unskilled,Small City,3
1770,Female,Married,32,High School,123707,Skilled Employee/Official,Small City,0
1771,Female,Single,43,High School,79353,Unemployed/Unskilled,Small City,3
1772,Female,Single,32,other/unknown,68347,Unemployed/Unskilled,Small City,3
1773,Female,Married,29,High School,115832,Skilled Employee/Official,Small City,0
1774,Male,Single,37,High School,89946,Unemployed/Unskilled,Small City,3
1775,Female,Single,35,High School,86319,Unemployed/Unskilled,Small City,3
1776,Female,Married,23,High School,70963,Unemployed/Unskilled,Small City,3
1777,Male,Single,40,High School,106120,Skilled Employee/Official,Small City,1
1778,Female,Married,26,High School,97856,Skilled Employee/Official,Small City,0
1779,Male,Single,28,other/unknown,61824,Unemployed/Unskilled,Small City,3
1780,Female,Married,40,High School,103907,Skilled Employee/Official,Small City,0
1781,Female,Married,26,High School,99953,Unemployed/Unskilled,Small City,3
1782,Female,Married,23,High School,113413,Skilled Employee/Official,Small City,0
1783,Male,Single,26,other/unknown,107091,Unemployed/Unskilled,Small City,3
1784,Male,Single,26,other/unknown,124783,Skilled Employee/Official,Small City,1
1785,Female,Single,49,High School,92281,Unemployed/Unskilled,Small City,3
1786,Female,Married,26,High School,96219,Skilled Employee/Official,Small City,0
1787,Female,Single,35,High School,86221,Unemployed/Unskilled,Small City,3
1788,Female,Married,24,High School,80962,Unemployed/Unskilled,Small City,3
1789,Female,Single,46,High School,78754,Unemployed/Unskilled,Small City,3
1790,Male,Single,26,other/unknown,60026,Unemployed/Unskilled,Small City,3
1791,Male,Single,47,High School,88157,Unemployed/Unskilled,Small City,3
1792,Male,Single,27,other/unknown,59881,Unemployed/Unskilled,Small City,3
1793,Male,Married,41,High School,112818,Skilled Employee/Official,Small City,0
1794,Female,Married,29,High School,102250,Skilled Employee/Official,Small City,0
1795,Female,Married,28,High School,38980,Unemployed/Unskilled,Small City,3
1796,Female,Married,33,High School,81807,Unemployed/Unskilled,Small City,3
1797,Female,Single,50,High School,93148,Unemployed/Unskilled,Small City,3
1798,Female,Married,32,High School,108032,Skilled Employee/Official,Small City,0
1799,Male,Married,31,High School,89335,Unemployed/Unskilled,Small City,3
1800,Male,Single,52,High School,95639,Unemployed/Unskilled,Small City,3
1801,Male,Single,53,High School,124902,Skilled Employee/Official,Small City,1
1802,Female,Married,34,High School,87801,Unemployed/Unskilled,Small City,3
1803,Female,Married,22,High School,92538,Skilled Employee/Official,Small City,0
1804,Male,Married,33,High School,83687,Unemployed/Unskilled,Small City,3
1805,Male,Single,32,other/unknown,128310,Skilled Employee/Official,Small City,1
1806,Female,Single,45,High School,104754,Unemployed/Unskilled,Small City,3
1807,Male,Married,25,High School,68222,Unemployed/Unskilled,Small City,3
1808,Female,Married,41,High School,97006,Unemployed/Unskilled,Small City,3
1809,Female,Single,36,High School,107372,Unemployed/Unskilled,Small City,3
1810,Female,Married,27,High School,110511,Skilled Employee/Official,Small City,0
1811,Male,Single,40,High School,72193,Unemployed/Unskilled,Small City,3
1812,Female,Single,37,High School,95972,Unemployed/Unskilled,Small City,3
1813,Male,Single,35,High School,105556,Unemployed/Unskilled,Small City,3
1814,Male,Single,34,High School,88701,Unemployed/Unskilled,Small City,3
1815,Female,Single,28,other/unknown,117710,Skilled Employee/Official,Small City,3
1816,Female,Single,44,High School,76057,Unemployed/Unskilled,Small City,3
1817,Male,Married,27,High School,100392,Skilled Employee/Official,Small City,0
1818,Female,Single,50,High School,113308,Skilled Employee/Official,Small City,3
1819,Female,Married,18,High School,100924,Skilled Employee/Official,Small City,0
1820,Female,Single,25,other/unknown,72188,Unemployed/Unskilled,Small City,3
1821,Female,Married,40,High School,70431,Unemployed/Unskilled,Small City,3
1822,Male,Married,28,High School,110103,Skilled Employee/Official,Small City,0
1823,Female,Married,23,High School,60825,Unemployed/Unskilled,Small City,3
1824,Female,Married,35,High School,75100,Unemployed/Unskilled,Small City,3
1825,Female,Married,28,High School,129327,Skilled Employee/Official,Small City,0
1826,Female,Single,23,other/unknown,95541,Skilled Employee/Official,Small City,3
1827,Male,Married,34,High School,112777,Skilled Employee/Official,Small City,0
1828,Female,Married,29,High School,51496,Unemployed/Unskilled,Small City,3
1829,Female,Single,35,High School,102781,Skilled Employee/Official,Small City,3
1830,Female,Married,32,High School,87494,Unemployed/Unskilled,Small City,3
1831,Female,Single,46,High School,72728,Unemployed/Unskilled,Small City,3
1832,Female,Married,27,High School,114775,Skilled Employee/Official,Small City,0
1833,Female,Married,25,High School,124359,Skilled Employee/Official,Small City,0
1834,Female,Married,27,High School,101620,Unemployed/Unskilled,Small City,3
1835,Female,Married,24,High School,87964,Unemployed/Unskilled,Small City,3
1836,Female,Single,33,other/unknown,69523,Unemployed/Unskilled,Small City,3
1837,Female,Married,24,High School,109486,Skilled Employee/Official,Small City,0
1838,Female,Single,28,other/unknown,77206,Unemployed/Unskilled,Small City,3
1839,Female,Single,35,High School,53608,Unemployed/Unskilled,Small City,3
1840,Female,Married,30,High School,118677,Skilled Employee/Official,Small City,0
1841,Male,Single,43,High School,116512,Skilled Employee/Official,Small City,1
1842,Male,Married,21,High School,114756,Unemployed/Unskilled,Small City,3
1843,Female,Married,24,High School,65852,Unemployed/Unskilled,Small City,3
1844,Male,Single,34,High School,75626,Unemployed/Unskilled,Small City,3
1845,Female,Married,26,High School,127455,Skilled Employee/Official,Small City,0
1846,Male,Single,37,High School,107073,Skilled Employee/Official,Small City,1
1847,Female,Married,32,High School,82196,Unemployed/Unskilled,Small City,3
1848,Female,Married,33,High School,106741,Unemployed/Unskilled,Small City,3
1849,Male,Married,28,High School,94518,Skilled Employee/Official,Small City,0
1850,Female,Married,30,High School,114430,Skilled Employee/Official,Small City,0
1851,Female,Married,26,High School,57165,Unemployed/Unskilled,Small City,3
1852,Female,Single,25,other/unknown,109610,Unemployed/Unskilled,Small City,3
1853,Male,Single,33,other/unknown,113619,Skilled Employee/Official,Small City,1
1854,Female,Married,30,High School,93854,Skilled Employee/Official,Small City,0
1855,Female,Married,26,High School,129022,Skilled Employee/Official,Small City,0
1856,Male,Married,23,High School,66804,Unemployed/Unskilled,Small City,3
1857,Male,Married,25,High School,62689,Unemployed/Unskilled,Small City,3
1858,Female,Single,40,High School,67619,Unemployed/Unskilled,Small City,3
1859,Male,Single,46,High School,113495,Unemployed/Unskilled,Small City,3
1860,Female,Married,43,High School,48632,Unemployed/Unskilled,Small City,3
1861,Female,Married,22,High School,107394,Unemployed/Unskilled,Small City,3
1862,Male,Married,39,High School,72385,Unemployed/Unskilled,Small City,3
1863,Female,Married,27,High School,115934,Unemployed/Unskilled,Small City,3
1864,Male,Single,40,High School,93183,Unemployed/Unskilled,Small City,3
1865,Male,Single,24,other/unknown,63506,Unemployed/Unskilled,Small City,3
1866,Female,Single,52,High School,113619,Skilled Employee/Official,Small City,3
1867,Female,Married,30,High School,121399,Unemployed/Unskilled,Small City,3
1868,Female,Married,34,High School,78281,Unemployed/Unskilled,Small City,3
1869,Female,Single,38,High School,103926,Skilled Employee/Official,Small City,3
1870,Male,Married,39,High School,89097,Unemployed/Unskilled,Small City,3
1871,Female,Single,29,other/unknown,80852,Unemployed/Unskilled,Small City,3
1872,Male,Married,25,High School,65207,Unemployed/Unskilled,Small City,3
1873,Female,Married,35,High School,93495,Unemployed/Unskilled,Small City,3
1874,Male,Single,53,High School,121970,Unemployed/Unskilled,Small City,3
1875,Male,Single,26,other/unknown,62027,Unemployed/Unskilled,Small City,3
1876,Male,Single,33,High School,88602,Unemployed/Unskilled,Small City,3
1877,Male,Married,29,High School,89914,Unemployed/Unskilled,Small City,3
1878,Male,Single,39,High School,83342,Unemployed/Unskilled,Small City,3
1879,Male,Single,29,other/unknown,103439,Skilled Employee/Official,Small City,1
1880,Male,Single,26,other/unknown,115451,Skilled Employee/Official,Small City,1
1881,Male,Single,24,other/unknown,68250,Unemployed/Unskilled,Small City,3
1882,Female,Married,21,High School,113630,Unemployed/Unskilled,Small City,3
1883,Female,Married,26,High School,125880,Skilled Employee/Official,Small City,0
1884,Female,Married,20,High School,91177,Unemployed/Unskilled,Small City,3
1885,Female,Single,35,High School,73266,Unemployed/Unskilled,Small City,3
1886,Female,Married,24,High School,69021,Unemployed/Unskilled,Small City,3
1887,Female,Single,40,High School,122593,Skilled Employee/Official,Small City,3
1888,Female,Single,44,High School,122180,Skilled Employee/Official,Small City,3
1889,Male,Single,29,other/unknown,75160,Unemployed/Unskilled,Small City,3
1890,Female,Married,39,High School,81973,Unemployed/Unskilled,Small City,3
1891,Female,Married,35,High School,92194,Unemployed/Unskilled,Small City,3
1892,Male,Single,42,High School,107380,Unemployed/Unskilled,Small City,3
1893,Female,Single,32,High School,98023,Skilled Employee/Official,Small City,3
1894,Male,Single,48,High School,94868,Unemployed/Unskilled,Small City,3
1895,Male,Single,26,other/unknown,83442,Unemployed/Unskilled,Small City,3
1896,Female,Married,26,High School,109887,Skilled Employee/Official,Small City,0
1897,Male,Single,42,High School,98876,Unemployed/Unskilled,Small City,3
1898,Male,Single,48,High School,94962,Unemployed/Unskilled,Small City,3
1899,Female,Married,42,High School,130740,Skilled Employee/Official,Small City,0
1900,Female,Married,27,High School,94095,Unemployed/Unskilled,Small City,3
1901,Female,Married,37,High School,95071,Unemployed/Unskilled,Small City,3
1902,Male,Single,33,other/unknown,117308,Skilled Employee/Official,Small City,1
1903,Male,Single,33,High School,112093,Skilled Employee/Official,Small City,1
1904,Female,Single,37,High School,123893,Skilled Employee/Official,Small City,3
1905,Female,Married,31,High School,80189,Unemployed/Unskilled,Small City,3
1906,Male,Single,39,High School,124089,Skilled Employee/Official,Small City,1
1907,Female,Single,40,High School,82673,Unemployed/Unskilled,Small City,3
1908,Female,Married,28,High School,88858,Unemployed/Unskilled,Small City,3
1909,Female,Married,26,High School,80540,Unemployed/Unskilled,Small City,3
1910,Female,Married,24,High School,84228,Unemployed/Unskilled,Small City,3
1911,Male,Single,40,High School,103963,Skilled Employee/Official,Small City,1
1912,Female,Married,29,High School,102397,Skilled Employee/Official,Small City,0
1913,Male,Single,43,High School,111563,Skilled Employee/Official,Small City,1
1914,Male,Single,23,other/unknown,88260,Unemployed/Unskilled,Small City,3
1915,Female,Single,34,High School,114767,Skilled Employee/Official,Small City,3
1916,Female,Married,42,High School,113275,Skilled Employee/Official,Small City,0
1917,Female,Married,33,High School,104755,Skilled Employee/Official,Small City,0
1918,Female,Married,32,High School,120525,Skilled Employee/Official,Small City,0
1919,Female,Married,26,High School,96082,Unemployed/Unskilled,Small City,3
1920,Female,Married,23,High School,87227,Unemployed/Unskilled,Small City,3
1921,Female,Married,26,High School,69333,Unemployed/Unskilled,Small City,3
1922,Female,Married,27,High School,87777,Unemployed/Unskilled,Small City,3
1923,Male,Single,24,other/unknown,70978,Unemployed/Unskilled,Small City,3
1924,Male,Single,27,other/unknown,104196,Unemployed/Unskilled,Small City,3
1925,Female,Married,26,High School,97551,Skilled Employee/Official,Small City,0
1926,Female,Single,42,High School,78979,Unemployed/Unskilled,Small City,3
1927,Female,Single,37,High School,82500,Unemployed/Unskilled,Small City,3
1928,Female,Married,26,High School,86306,Unemployed/Unskilled,Small City,3
1929,Female,Married,24,High School,78762,Unemployed/Unskilled,Small City,3
1930,Female,Single,39,High School,125543,Skilled Employee/Official,Small City,3
1931,Male,Single,26,other/unknown,70336,Unemployed/Unskilled,Small City,3
1932,Male,Married,35,High School,112975,Skilled Employee/Official,Small City,0
1933,Male,Single,38,High School,96681,Unemployed/Unskilled,Small City,3
1934,Female,Married,24,High School,98922,Skilled Employee/Official,Small City,0
1935,Female,Single,26,other/unknown,109250,Skilled Employee/Official,Small City,3
1936,Male,Single,25,other/unknown,108960,Unemployed/Unskilled,Small City,3
1937,Male,Single,40,High School,71302,Unemployed/Unskilled,Small City,3
1938,Female,Single,48,High School,107757,Unemployed/Unskilled,Small City,3
1939,Female,Married,22,High School,111600,Skilled Employee/Official,Small City,0
1940,Female,Married,25,High School,102974,Skilled Employee/Official,Small City,0
1941,Male,Married,24,High School,63442,Unemployed/Unskilled,Small City,3
1942,Male,Single,39,High School,118913,Unemployed/Unskilled,Small City,3
1943,Male,Single,39,High School,80987,Unemployed/Unskilled,Small City,3
1944,Female,Married,21,High School,68790,Unemployed/Unskilled,Small City,3
1945,Female,Single,27,other/unknown,86462,Unemployed/Unskilled,Small City,3
1946,Male,Single,40,High School,76881,Unemployed/Unskilled,Small City,3
1947,Female,Married,37,High School,107409,Skilled Employee/Official,Small City,0
1948,Female,Single,42,High School,69114,Unemployed/Unskilled,Small City,3
1949,Female,Married,31,High School,119167,Skilled Employee/Official,Small City,0
1950,Female,Married,31,High School,102018,Skilled Employee/Official,Small City,0
1951,Male,Single,30,other/unknown,97680,Skilled Employee/Official,Small City,1
1952,Female,Single,23,other/unknown,65062,Unemployed/Unskilled,Small City,3
1953,Male,Single,33,other/unknown,118144,Skilled Employee/Official,Small City,1
1954,Female,Married,37,High School,124548,Skilled Employee/Official,Small City,0
1955,Female,Single,29,other/unknown,85637,Unemployed/Unskilled,Small City,3
1956,Female,Single,31,High School,113108,Skilled Employee/Official,Small City,3
1957,Male,Single,39,High School,93554,Unemployed/Unskilled,Small City,3
1958,Female,Married,33,High School,42516,Unemployed/Unskilled,Small City,3
1959,Male,Married,26,High School,72429,Unemployed/Unskilled,Small City,3
1960,Female,Married,27,High School,110154,Skilled Employee/Official,Small City,0
1961,Female,Single,20,other/unknown,60965,Unemployed/Unskilled,Small City,3
1962,Female,Married,27,High School,100618,Unemployed/Unskilled,Small City,3
1963,Female,Married,26,High School,71021,Unemployed/Unskilled,Small City,3
1964,Male,Single,40,High School,94189,Unemployed/Unskilled,Small City,3
1965,Male,Single,24,other/unknown,44742,Unemployed/Unskilled,Small City,3
1966,Female,Married,22,High School,103201,Skilled Employee/Official,Small City,0
1967,Female,Married,24,High School,62335,Unemployed/Unskilled,Small City,3
1968,Female,Single,27,other/unknown,103787,Skilled Employee/Official,Small City,3
1969,Male,Single,35,High School,99401,Skilled Employee/Official,Small City,1
1970,Male,Married,27,High School,105197,Skilled Employee/Official,Small City,0
1971,Female,Married,25,High School,115566,Unemployed/Unskilled,Small City,3
1972,Female,Married,34,High School,125843,Unemployed/Unskilled,Small City,3
1973,Female,Single,24,other/unknown,67936,Unemployed/Unskilled,Small City,3
1974,Female,Single,34,High School,120863,Skilled Employee/Official,Small City,3
1975,Male,Single,42,High School,77317,Unemployed/Unskilled,Small City,3
1976,Female,Single,38,High School,84653,Unemployed/Unskilled,Small City,3
1977,Male,Single,42,High School,81606,Unemployed/Unskilled,Small City,3
1978,Female,Single,35,High School,113380,Unemployed/Unskilled,Small City,3
1979,Female,Married,27,High School,100644,Skilled Employee/Official,Small City,0
1980,Male,Single,25,other/unknown,64037,Unemployed/Unskilled,Small City,3
1981,Female,Married,23,High School,101350,Skilled Employee/Official,Small City,0
1982,Female,Married,34,High School,126334,Skilled Employee/Official,Small City,0
1983,Female,Married,28,High School,130877,Skilled Employee/Official,Small City,0
1984,Male,Single,21,other/unknown,103470,Skilled Employee/Official,Small City,1
1985,Female,Single,32,other/unknown,114588,Skilled Employee/Official,Small City,3
1986,Female,Married,21,High School,120682,Skilled Employee/Official,Small City,0
1987,Male,Single,25,other/unknown,66628,Unemployed/Unskilled,Small City,3
1988,Female,Married,35,High School,124447,Unemployed/Unskilled,Small City,3
1989,Female,Married,25,High School,106567,Unemployed/Unskilled,Small City,3
1990,Female,Married,31,High School,78758,Unemployed/Unskilled,Small City,3
1991,Male,Single,54,High School,128537,Skilled Employee/Official,Small City,1
1992,Female,Single,51,High School,101074,Unemployed/Unskilled,Small City,3
1993,Female,Single,38,High School,87670,Unemployed/Unskilled,Small City,3
1994,Male,Single,45,High School,113414,Skilled Employee/Official,Small City,1
1995,Female,Single,47,High School,123525,Unemployed/Unskilled,Small City,3
1996,Female,Married,27,High School,117744,Skilled Employee/Official,Small City,0
1997,Male,Single,31,other/unknown,86400,Unemployed/Unskilled,Small City,3
1998,Female,Married,24,High School,97968,Unemployed/Unskilled,Small City,3
1999,Male,Single,25,other/unknown,68416,Unemployed/Unskilled,Small City,3
